,G,Date,Start (ET),Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,teamgame,season
16,17,"Sat, Nov 28, 2015",10:00p,Box Score,,Los Angeles Lakers,W,,108,96,7,10,W 1,POR,2016
17,18,"Mon, Nov 30, 2015",10:30p,Box Score,@,Los Angeles Clippers,L,,87,102,7,11,L 1,POR,2016
18,19,"Tue, Dec 1, 2015",10:00p,Box Score,,Dallas Mavericks,L,OT,112,115,7,12,L 2,POR,2016
19,20,"Thu, Dec 3, 2015",10:00p,Box Score,,Indiana Pacers,W,,123,111,8,12,W 1,POR,2016
20,21,"Sat, Dec 5, 2015",8:00p,Box Score,@,Minnesota Timberwolves,W,,109,103,9,12,W 2,POR,2016
21,22,"Mon, Dec 7, 2015",8:00p,Box Score,@,Milwaukee Bucks,L,,88,90,9,13,L 1,POR,2016
22,23,"Tue, Dec 8, 2015",7:00p,Box Score,@,Cleveland Cavaliers,L,,100,105,9,14,L 2,POR,2016
23,24,"Fri, Dec 11, 2015",9:30p,Box Score,@,Phoenix Suns,W,,106,96,10,14,W 1,POR,2016
24,25,"Sat, Dec 12, 2015",10:00p,Box Score,,New York Knicks,L,,110,112,10,15,L 1,POR,2016
25,26,"Mon, Dec 14, 2015",10:00p,Box Score,,New Orleans Pelicans,W,,105,101,11,15,W 1,POR,2016
26,27,"Wed, Dec 16, 2015",8:00p,Box Score,@,Oklahoma City Thunder,L,,90,106,11,16,L 1,POR,2016
27,28,"Fri, Dec 18, 2015",7:00p,Box Score,@,Orlando Magic,L,,94,102,11,17,L 2,POR,2016
28,29,"Sun, Dec 20, 2015",1:00p,Box Score,@,Miami Heat,L,,109,116,11,18,L 3,POR,2016
29,30,"Mon, Dec 21, 2015",8:00p,Box Score,@,Atlanta Hawks,L,,97,106,11,19,L 4,POR,2016
30,31,"Wed, Dec 23, 2015",8:00p,Box Score,@,New Orleans Pelicans,L,,89,115,11,20,L 5,POR,2016
31,32,"Sat, Dec 26, 2015",10:00p,Box Score,,Cleveland Cavaliers,W,,105,76,12,20,W 1,POR,2016
32,33,"Sun, Dec 27, 2015",9:00p,Box Score,@,Sacramento Kings,W,,98,94,13,20,W 2,POR,2016
33,34,"Wed, Dec 30, 2015",10:00p,Box Score,,Denver Nuggets,W,,110,103,14,20,W 3,POR,2016
34,35,"Thu, Dec 31, 2015",9:00p,Box Score,@,Utah Jazz,L,,96,109,14,21,L 1,POR,2016
35,36,"Sun, Jan 3, 2016",9:00p,Box Score,@,Denver Nuggets,W,,112,106,15,21,W 1,POR,2016
36,37,"Mon, Jan 4, 2016",10:00p,Box Score,,Memphis Grizzlies,L,,78,91,15,22,L 1,POR,2016
37,38,"Wed, Jan 6, 2016",10:00p,Box Score,,Los Angeles Clippers,L,,98,109,15,23,L 2,POR,2016
38,39,"Fri, Jan 8, 2016",10:00p,Box Score,,Golden State Warriors,L,,108,128,15,24,L 3,POR,2016
39,40,"Sun, Jan 10, 2016",9:00p,Box Score,,Oklahoma City Thunder,W,,115,110,16,24,W 1,POR,2016
40,41,"Wed, Jan 13, 2016",10:00p,Box Score,,Utah Jazz,W,,99,85,17,24,W 2,POR,2016
41,42,"Fri, Jan 15, 2016",7:30p,Box Score,@,Brooklyn Nets,W,,116,104,18,24,W 3,POR,2016
42,43,"Sat, Jan 16, 2016",7:30p,Box Score,@,Philadelphia 76ers,L,,89,114,18,25,L 1,POR,2016
43,44,"Mon, Jan 18, 2016",2:00p,Box Score,@,Washington Wizards,W,,108,98,19,25,W 1,POR,2016
44,45,"Wed, Jan 20, 2016",10:30p,Box Score,,Atlanta Hawks,L,,98,104,19,26,L 1,POR,2016
45,46,"Sat, Jan 23, 2016",10:30p,Box Score,,Los Angeles Lakers,W,,121,103,20,26,W 1,POR,2016
46,47,"Tue, Jan 26, 2016",10:00p,Box Score,,Sacramento Kings,W,,112,97,21,26,W 2,POR,2016
47,48,"Fri, Jan 29, 2016",10:00p,Box Score,,Charlotte Hornets,W,,109,91,22,26,W 3,POR,2016
48,49,"Sun, Jan 31, 2016",9:00p,Box Score,,Minnesota Timberwolves,W,,96,93,23,26,W 4,POR,2016
49,50,"Tue, Feb 2, 2016",10:00p,Box Score,,Milwaukee Bucks,W,,107,95,24,26,W 5,POR,2016
50,51,"Thu, Feb 4, 2016",10:00p,Box Score,,Toronto Raptors,L,,103,110,24,27,L 1,POR,2016
51,52,"Sat, Feb 6, 2016",5:00p,Box Score,@,Houston Rockets,W,,96,79,25,27,W 1,POR,2016
52,53,"Mon, Feb 8, 2016",8:00p,Box Score,@,Memphis Grizzlies,W,OT,112,106,26,27,W 2,POR,2016
53,54,"Wed, Feb 10, 2016",10:30p,Box Score,,Houston Rockets,W,,116,103,27,27,W 3,POR,2016
54,55,"Fri, Feb 19, 2016",10:00p,Box Score,,Golden State Warriors,W,,137,105,28,27,W 4,POR,2016
55,56,"Sun, Feb 21, 2016",9:00p,Box Score,,Utah Jazz,W,,115,111,29,27,W 5,POR,2016
56,57,"Tue, Feb 23, 2016",10:00p,Box Score,,Brooklyn Nets,W,,112,104,30,27,W 6,POR,2016
57,58,"Thu, Feb 25, 2016",10:30p,Box Score,,Houston Rockets,L,,105,119,30,28,L 1,POR,2016
58,59,"Sat, Feb 27, 2016",8:00p,Box Score,@,Chicago Bulls,W,,103,95,31,28,W 1,POR,2016
59,60,"Sun, Feb 28, 2016",6:00p,Box Score,@,Indiana Pacers,W,,111,102,32,28,W 2,POR,2016
60,61,"Tue, Mar 1, 2016",7:30p,Box Score,@,New York Knicks,W,,104,85,33,28,W 3,POR,2016
61,62,"Wed, Mar 2, 2016",7:30p,Box Score,@,Boston Celtics,L,,93,116,33,29,L 1,POR,2016
62,63,"Fri, Mar 4, 2016",7:30p,Box Score,@,Toronto Raptors,L,,115,117,33,30,L 2,POR,2016
63,64,"Sun, Mar 6, 2016",6:00p,Box Score,@,Detroit Pistons,L,,103,123,33,31,L 3,POR,2016
64,65,"Tue, Mar 8, 2016",10:00p,Box Score,,Washington Wizards,W,OT,116,109,34,31,W 1,POR,2016
65,66,"Fri, Mar 11, 2016",10:30p,Box Score,@,Golden State Warriors,L,,112,128,34,32,L 1,POR,2016
66,67,"Sat, Mar 12, 2016",10:30p,Box Score,,Orlando Magic,W,,121,84,35,32,W 1,POR,2016
67,68,"Mon, Mar 14, 2016",8:00p,Box Score,@,Oklahoma City Thunder,L,,94,128,35,33,L 1,POR,2016
68,69,"Thu, Mar 17, 2016",8:30p,Box Score,@,San Antonio Spurs,L,,110,118,35,34,L 2,POR,2016
69,70,"Fri, Mar 18, 2016",8:00p,Box Score,@,New Orleans Pelicans,W,,117,112,36,34,W 1,POR,2016
70,71,"Sun, Mar 20, 2016",4:00p,Box Score,@,Dallas Mavericks,L,OT,120,132,36,35,L 1,POR,2016
71,72,"Wed, Mar 23, 2016",10:00p,Box Score,,Dallas Mavericks,W,,109,103,37,35,W 1,POR,2016
72,73,"Thu, Mar 24, 2016",10:30p,Box Score,@,Los Angeles Clippers,L,,94,96,37,36,L 1,POR,2016
73,74,"Sat, Mar 26, 2016",10:00p,Box Score,,Philadelphia 76ers,W,,108,105,38,36,W 1,POR,2016
74,75,"Mon, Mar 28, 2016",10:00p,Box Score,,Sacramento Kings,W,,105,93,39,36,W 2,POR,2016
75,76,"Thu, Mar 31, 2016",10:00p,Box Score,,Boston Celtics,W,,116,109,40,36,W 3,POR,2016
76,77,"Sat, Apr 2, 2016",10:00p,Box Score,,Miami Heat,W,,110,93,41,36,W 4,POR,2016
77,78,"Sun, Apr 3, 2016",8:00p,Box Score,@,Golden State Warriors,L,,111,136,41,37,L 1,POR,2016
78,79,"Tue, Apr 5, 2016",10:00p,Box Score,@,Sacramento Kings,W,,115,107,42,37,W 1,POR,2016
79,80,"Wed, Apr 6, 2016",10:00p,Box Score,,Oklahoma City Thunder,W,,120,115,43,37,W 2,POR,2016
80,81,"Sat, Apr 9, 2016",10:30p,Box Score,,Minnesota Timberwolves,L,,105,106,43,38,L 1,POR,2016
81,82,"Wed, Apr 13, 2016",10:30p,Box Score,,Denver Nuggets,W,,107,99,44,38,W 1,POR,2016
0,1,"Tue, Oct 25, 2016",10:00p,Box Score,,Utah Jazz,W,,113,104,1,0,W 1,POR,2017
1,2,"Thu, Oct 27, 2016",10:30p,Box Score,,Los Angeles Clippers,L,,106,114,1,1,L 1,POR,2017
2,3,"Sat, Oct 29, 2016",9:00p,Box Score,@,Denver Nuggets,W,OT,115,113,2,1,W 1,POR,2017
3,4,"Tue, Nov 1, 2016",10:00p,Box Score,,Golden State Warriors,L,,104,127,2,2,L 1,POR,2017
4,5,"Wed, Nov 2, 2016",10:00p,Box Score,@,Phoenix Suns,L,OT,115,118,2,3,L 2,POR,2017
5,6,"Fri, Nov 4, 2016",8:30p,Box Score,@,Dallas Mavericks,W,,105,95,3,3,W 1,POR,2017
6,7,"Sun, Nov 6, 2016",3:30p,Box Score,@,Memphis Grizzlies,W,,100,94,4,3,W 2,POR,2017
7,8,"Tue, Nov 8, 2016",10:00p,Box Score,,Phoenix Suns,W,,124,121,5,3,W 3,POR,2017
8,9,"Wed, Nov 9, 2016",10:30p,Box Score,@,Los Angeles Clippers,L,,80,111,5,4,L 1,POR,2017
9,10,"Fri, Nov 11, 2016",10:00p,Box Score,,Sacramento Kings,W,OT,122,120,6,4,W 1,POR,2017
10,11,"Sun, Nov 13, 2016",9:00p,Box Score,,Denver Nuggets,W,,112,105,7,4,W 2,POR,2017
11,12,"Tue, Nov 15, 2016",10:00p,Box Score,,Chicago Bulls,L,,88,113,7,5,L 1,POR,2017
12,13,"Thu, Nov 17, 2016",8:00p,Box Score,@,Houston Rockets,L,,109,126,7,6,L 2,POR,2017
13,14,"Fri, Nov 18, 2016",8:00p,Box Score,@,New Orleans Pelicans,L,,101,113,7,7,L 3,POR,2017
14,15,"Sun, Nov 20, 2016",3:30p,Box Score,@,Brooklyn Nets,W,,129,109,8,7,W 1,POR,2017
15,16,"Tue, Nov 22, 2016",7:30p,Box Score,@,New York Knicks,L,,103,107,8,8,L 1,POR,2017
16,17,"Wed, Nov 23, 2016",7:00p,Box Score,@,Cleveland Cavaliers,L,,125,137,8,9,L 2,POR,2017
17,18,"Fri, Nov 25, 2016",10:00p,Box Score,,New Orleans Pelicans,W,,119,104,9,9,W 1,POR,2017
18,19,"Sun, Nov 27, 2016",9:00p,Box Score,,Houston Rockets,L,,114,130,9,10,L 1,POR,2017
19,20,"Wed, Nov 30, 2016",10:00p,Box Score,,Indiana Pacers,W,,131,109,10,10,W 1,POR,2017
20,21,"Sat, Dec 3, 2016",10:00p,Box Score,,Miami Heat,W,,99,92,11,10,W 2,POR,2017
21,22,"Mon, Dec 5, 2016",8:00p,Box Score,@,Chicago Bulls,W,,112,110,12,10,W 3,POR,2017
22,23,"Wed, Dec 7, 2016",8:00p,Box Score,@,Milwaukee Bucks,L,,107,115,12,11,L 1,POR,2017
23,24,"Thu, Dec 8, 2016",8:00p,Box Score,@,Memphis Grizzlies,L,,86,88,12,12,L 2,POR,2017
24,25,"Sat, Dec 10, 2016",7:00p,Box Score,@,Indiana Pacers,L,,111,118,12,13,L 3,POR,2017
25,26,"Mon, Dec 12, 2016",10:30p,Box Score,@,Los Angeles Clippers,L,,120,121,12,14,L 4,POR,2017
26,27,"Tue, Dec 13, 2016",10:30p,Box Score,,Oklahoma City Thunder,W,,114,95,13,14,W 1,POR,2017
27,28,"Thu, Dec 15, 2016",9:00p,Box Score,@,Denver Nuggets,L,,120,132,13,15,L 1,POR,2017
28,29,"Sat, Dec 17, 2016",10:30p,Box Score,@,Golden State Warriors,L,,90,135,13,16,L 2,POR,2017
29,30,"Tue, Dec 20, 2016",10:30p,Box Score,@,Sacramento Kings,L,,121,126,13,17,L 3,POR,2017
30,31,"Wed, Dec 21, 2016",10:00p,Box Score,,Dallas Mavericks,L,,95,96,13,18,L 4,POR,2017
31,32,"Fri, Dec 23, 2016",10:00p,Box Score,,San Antonio Spurs,L,,90,110,13,19,L 5,POR,2017
32,33,"Mon, Dec 26, 2016",10:00p,Box Score,,Toronto Raptors,L,,91,95,13,20,L 6,POR,2017
33,34,"Wed, Dec 28, 2016",10:00p,Box Score,,Sacramento Kings,W,,102,89,14,20,W 1,POR,2017
34,35,"Fri, Dec 30, 2016",8:30p,Box Score,@,San Antonio Spurs,L,,94,110,14,21,L 1,POR,2017
35,36,"Sun, Jan 1, 2017",7:00p,Box Score,@,Minnesota Timberwolves,W,,95,89,15,21,W 1,POR,2017
36,37,"Wed, Jan 4, 2017",10:30p,Box Score,@,Golden State Warriors,L,,117,125,15,22,L 1,POR,2017
37,38,"Thu, Jan 5, 2017",10:30p,Box Score,,Los Angeles Lakers,W,,118,109,16,22,W 1,POR,2017
38,39,"Sun, Jan 8, 2017",9:00p,Box Score,,Detroit Pistons,L,2OT,124,125,16,23,L 1,POR,2017
39,40,"Tue, Jan 10, 2017",10:30p,Box Score,@,Los Angeles Lakers,W,,108,87,17,23,W 1,POR,2017
40,41,"Wed, Jan 11, 2017",10:30p,Box Score,,Cleveland Cavaliers,W,,102,86,18,23,W 2,POR,2017
41,42,"Fri, Jan 13, 2017",10:00p,Box Score,,Orlando Magic,L,,109,115,18,24,L 1,POR,2017
42,43,"Mon, Jan 16, 2017",2:00p,Box Score,@,Washington Wizards,L,,101,120,18,25,L 2,POR,2017
43,44,"Wed, Jan 18, 2017",7:00p,Box Score,@,Charlotte Hornets,L,,85,107,18,26,L 3,POR,2017
44,45,"Fri, Jan 20, 2017",7:00p,Box Score,@,Philadelphia 76ers,L,,92,93,18,27,L 4,POR,2017
45,46,"Sat, Jan 21, 2017",5:00p,Box Score,@,Boston Celtics,W,OT,127,123,19,27,W 1,POR,2017
46,47,"Wed, Jan 25, 2017",10:30p,Box Score,,Los Angeles Lakers,W,,105,98,20,27,W 2,POR,2017
47,48,"Fri, Jan 27, 2017",10:00p,Box Score,,Memphis Grizzlies,W,,112,109,21,27,W 3,POR,2017
48,49,"Sun, Jan 29, 2017",9:00p,Box Score,,Golden State Warriors,L,,111,113,21,28,L 1,POR,2017
49,50,"Tue, Jan 31, 2017",10:00p,Box Score,,Charlotte Hornets,W,,115,98,22,28,W 1,POR,2017
50,51,"Fri, Feb 3, 2017",10:30p,Box Score,,Dallas Mavericks,L,,104,108,22,29,L 1,POR,2017
51,52,"Sun, Feb 5, 2017",3:00p,Box Score,@,Oklahoma City Thunder,L,,99,105,22,30,L 2,POR,2017
52,53,"Tue, Feb 7, 2017",8:30p,Box Score,@,Dallas Mavericks,W,,114,113,23,30,W 1,POR,2017
53,54,"Thu, Feb 9, 2017",10:30p,Box Score,,Boston Celtics,L,,111,120,23,31,L 1,POR,2017
54,55,"Mon, Feb 13, 2017",10:30p,Box Score,,Atlanta Hawks,L,OT,104,109,23,32,L 2,POR,2017
55,56,"Wed, Feb 15, 2017",9:00p,Box Score,@,Utah Jazz,L,,88,111,23,33,L 3,POR,2017
56,57,"Thu, Feb 23, 2017",7:00p,Box Score,@,Orlando Magic,W,,112,103,24,33,W 1,POR,2017
57,58,"Sun, Feb 26, 2017",6:00p,Box Score,@,Toronto Raptors,L,,106,112,24,34,L 1,POR,2017
58,59,"Tue, Feb 28, 2017",7:30p,Box Score,@,Detroit Pistons,L,OT,113,120,24,35,L 2,POR,2017
59,60,"Thu, Mar 2, 2017",10:30p,Box Score,,Oklahoma City Thunder,W,,114,109,25,35,W 1,POR,2017
60,61,"Sat, Mar 4, 2017",10:00p,Box Score,,Brooklyn Nets,W,,130,116,26,35,W 2,POR,2017
61,62,"Tue, Mar 7, 2017",8:00p,Box Score,@,Oklahoma City Thunder,W,,126,121,27,35,W 3,POR,2017
62,63,"Thu, Mar 9, 2017",10:00p,Box Score,,Philadelphia 76ers,W,OT,114,108,28,35,W 4,POR,2017
63,64,"Sat, Mar 11, 2017",10:00p,Box Score,,Washington Wizards,L,OT,124,125,28,36,L 1,POR,2017
64,65,"Sun, Mar 12, 2017",9:00p,Box Score,@,Phoenix Suns,W,,110,101,29,36,W 1,POR,2017
65,66,"Tue, Mar 14, 2017",8:00p,Box Score,@,New Orleans Pelicans,L,,77,100,29,37,L 1,POR,2017
66,67,"Wed, Mar 15, 2017",8:00p,Box Score,@,San Antonio Spurs,W,,110,106,30,37,W 1,POR,2017
67,68,"Sat, Mar 18, 2017",6:00p,Box Score,@,Atlanta Hawks,W,,113,97,31,37,W 2,POR,2017
68,69,"Sun, Mar 19, 2017",6:00p,Box Score,@,Miami Heat,W,,115,104,32,37,W 3,POR,2017
69,70,"Tue, Mar 21, 2017",10:00p,Box Score,,Milwaukee Bucks,L,,90,93,32,38,L 1,POR,2017
70,71,"Thu, Mar 23, 2017",10:00p,Box Score,,New York Knicks,W,,110,95,33,38,W 1,POR,2017
71,72,"Sat, Mar 25, 2017",10:00p,Box Score,,Minnesota Timberwolves,W,,112,100,34,38,W 2,POR,2017
72,73,"Sun, Mar 26, 2017",9:30p,Box Score,@,Los Angeles Lakers,W,,97,81,35,38,W 3,POR,2017
73,74,"Tue, Mar 28, 2017",10:00p,Box Score,,Denver Nuggets,W,,122,113,36,38,W 4,POR,2017
74,75,"Thu, Mar 30, 2017",10:30p,Box Score,,Houston Rockets,W,,117,107,37,38,W 5,POR,2017
75,76,"Sat, Apr 1, 2017",10:00p,Box Score,,Phoenix Suns,W,,130,117,38,38,W 6,POR,2017
76,77,"Mon, Apr 3, 2017",7:00p,Box Score,@,Minnesota Timberwolves,L,,109,110,38,39,L 1,POR,2017
77,78,"Tue, Apr 4, 2017",9:00p,Box Score,@,Utah Jazz,L,,87,106,38,40,L 2,POR,2017
78,79,"Thu, Apr 6, 2017",10:30p,Box Score,,Minnesota Timberwolves,W,,105,98,39,40,W 1,POR,2017
79,80,"Sat, Apr 8, 2017",10:00p,Box Score,,Utah Jazz,W,,101,86,40,40,W 2,POR,2017
80,81,"Mon, Apr 10, 2017",10:00p,Box Score,,San Antonio Spurs,W,,99,98,41,40,W 3,POR,2017
81,82,"Wed, Apr 12, 2017",10:30p,Box Score,,New Orleans Pelicans,L,,100,103,41,41,L 1,POR,2017
0,1,"Wed, Oct 18, 2017",10:00p,Box Score,@,Phoenix Suns,W,,124,76,1,0,W 1,POR,2018
1,2,"Fri, Oct 20, 2017",7:00p,Box Score,@,Indiana Pacers,W,,114,96,2,0,W 2,POR,2018
2,3,"Sat, Oct 21, 2017",8:30p,Box Score,@,Milwaukee Bucks,L,,110,113,2,1,L 1,POR,2018
3,4,"Tue, Oct 24, 2017",10:00p,Box Score,,New Orleans Pelicans,W,,103,93,3,1,W 1,POR,2018
4,5,"Thu, Oct 26, 2017",10:00p,Box Score,,Los Angeles Clippers,L,,103,104,3,2,L 1,POR,2018
5,6,"Sat, Oct 28, 2017",10:00p,Box Score,,Phoenix Suns,W,,114,107,4,2,W 1,POR,2018
6,7,"Mon, Oct 30, 2017",10:00p,Box Score,,Toronto Raptors,L,,85,99,4,3,L 1,POR,2018
7,8,"Wed, Nov 1, 2017",9:00p,Box Score,@,Utah Jazz,L,OT,103,112,4,4,L 2,POR,2018
8,9,"Thu, Nov 2, 2017",10:30p,Box Score,,Los Angeles Lakers,W,,113,110,5,4,W 1,POR,2018
9,10,"Sun, Nov 5, 2017",9:00p,Box Score,,Oklahoma City Thunder,W,,103,99,6,4,W 2,POR,2018
10,11,"Tue, Nov 7, 2017",10:00p,Box Score,,Memphis Grizzlies,L,,97,98,6,5,L 1,POR,2018
11,12,"Fri, Nov 10, 2017",10:00p,Box Score,,Brooklyn Nets,L,,97,101,6,6,L 2,POR,2018
12,13,"Mon, Nov 13, 2017",10:00p,Box Score,,Denver Nuggets,W,,99,82,7,6,W 1,POR,2018
13,14,"Wed, Nov 15, 2017",10:00p,Box Score,,Orlando Magic,W,,99,94,8,6,W 2,POR,2018
14,15,"Fri, Nov 17, 2017",10:00p,Box Score,@,Sacramento Kings,L,,82,86,8,7,L 1,POR,2018
15,16,"Sat, Nov 18, 2017",10:00p,Box Score,,Sacramento Kings,W,,102,90,9,7,W 1,POR,2018
16,17,"Mon, Nov 20, 2017",8:00p,Box Score,@,Memphis Grizzlies,W,,100,92,10,7,W 2,POR,2018
17,18,"Wed, Nov 22, 2017",7:00p,Box Score,@,Philadelphia 76ers,L,,81,101,10,8,L 1,POR,2018
18,19,"Fri, Nov 24, 2017",12:00p,Box Score,@,Brooklyn Nets,W,,127,125,11,8,W 1,POR,2018
19,20,"Sat, Nov 25, 2017",7:00p,Box Score,@,Washington Wizards,W,,108,105,12,8,W 2,POR,2018
20,21,"Mon, Nov 27, 2017",7:30p,Box Score,@,New York Knicks,W,,103,91,13,8,W 3,POR,2018
21,22,"Thu, Nov 30, 2017",10:00p,Box Score,,Milwaukee Bucks,L,,91,103,13,9,L 1,POR,2018
22,23,"Sat, Dec 2, 2017",10:00p,Box Score,,New Orleans Pelicans,L,,116,123,13,10,L 2,POR,2018
23,24,"Tue, Dec 5, 2017",10:00p,Box Score,,Washington Wizards,L,,92,106,13,11,L 3,POR,2018
24,25,"Sat, Dec 9, 2017",10:00p,Box Score,,Houston Rockets,L,,117,124,13,12,L 4,POR,2018
25,26,"Mon, Dec 11, 2017",10:30p,Box Score,@,Golden State Warriors,L,,104,111,13,13,L 5,POR,2018
26,27,"Wed, Dec 13, 2017",7:30p,Box Score,@,Miami Heat,W,,102,95,14,13,W 1,POR,2018
27,28,"Fri, Dec 15, 2017",7:00p,Box Score,@,Orlando Magic,W,,95,88,15,13,W 2,POR,2018
28,29,"Sat, Dec 16, 2017",7:00p,Box Score,@,Charlotte Hornets,W,,93,91,16,13,W 3,POR,2018
29,30,"Mon, Dec 18, 2017",8:00p,Box Score,@,Minnesota Timberwolves,L,,107,108,16,14,L 1,POR,2018
30,31,"Wed, Dec 20, 2017",10:00p,Box Score,,San Antonio Spurs,L,,91,93,16,15,L 2,POR,2018
31,32,"Fri, Dec 22, 2017",10:00p,Box Score,,Denver Nuggets,L,,85,102,16,16,L 3,POR,2018
32,33,"Sat, Dec 23, 2017",9:30p,Box Score,@,Los Angeles Lakers,W,,95,92,17,16,W 1,POR,2018
33,34,"Thu, Dec 28, 2017",10:30p,Box Score,,Philadelphia 76ers,W,,114,110,18,16,W 2,POR,2018
34,35,"Sat, Dec 30, 2017",7:30p,Box Score,@,Atlanta Hawks,L,,89,104,18,17,L 1,POR,2018
35,36,"Mon, Jan 1, 2018",8:00p,Box Score,@,Chicago Bulls,W,OT,124,120,19,17,W 1,POR,2018
36,37,"Tue, Jan 2, 2018",7:00p,Box Score,@,Cleveland Cavaliers,L,,110,127,19,18,L 1,POR,2018
37,38,"Fri, Jan 5, 2018",10:00p,Box Score,,Atlanta Hawks,W,,110,89,20,18,W 1,POR,2018
38,39,"Sun, Jan 7, 2018",9:00p,Box Score,,San Antonio Spurs,W,,111,110,21,18,W 2,POR,2018
39,40,"Tue, Jan 9, 2018",8:00p,Box Score,@,Oklahoma City Thunder,W,,117,106,22,18,W 3,POR,2018
40,41,"Wed, Jan 10, 2018",8:00p,Box Score,@,Houston Rockets,L,,112,121,22,19,L 1,POR,2018
41,42,"Fri, Jan 12, 2018",8:00p,Box Score,@,New Orleans Pelicans,L,,113,119,22,20,L 2,POR,2018
42,43,"Sun, Jan 14, 2018",9:00p,Box Score,@,Minnesota Timberwolves,L,,103,120,22,21,L 3,POR,2018
43,44,"Tue, Jan 16, 2018",10:00p,Box Score,,Phoenix Suns,W,,118,111,23,21,W 1,POR,2018
44,45,"Thu, Jan 18, 2018",10:00p,Box Score,,Indiana Pacers,W,,100,86,24,21,W 2,POR,2018
45,46,"Sat, Jan 20, 2018",10:00p,Box Score,,Dallas Mavericks,W,,117,108,25,21,W 3,POR,2018
46,47,"Mon, Jan 22, 2018",9:00p,Box Score,@,Denver Nuggets,L,,101,104,25,22,L 1,POR,2018
47,48,"Wed, Jan 24, 2018",10:00p,Box Score,,Minnesota Timberwolves,W,,123,114,26,22,W 1,POR,2018
48,49,"Fri, Jan 26, 2018",8:30p,Box Score,@,Dallas Mavericks,W,,107,93,27,22,W 2,POR,2018
49,50,"Tue, Jan 30, 2018",10:30p,Box Score,@,Los Angeles Clippers,W,,104,96,28,22,W 3,POR,2018
50,51,"Wed, Jan 31, 2018",10:00p,Box Score,,Chicago Bulls,W,,124,108,29,22,W 4,POR,2018
51,52,"Fri, Feb 2, 2018",7:30p,Box Score,@,Toronto Raptors,L,,105,130,29,23,L 1,POR,2018
52,53,"Sun, Feb 4, 2018",12:00p,Box Score,@,Boston Celtics,L,,96,97,29,24,L 2,POR,2018
53,54,"Mon, Feb 5, 2018",7:00p,Box Score,@,Detroit Pistons,L,,91,111,29,25,L 3,POR,2018
54,55,"Thu, Feb 8, 2018",10:00p,Box Score,,Charlotte Hornets,W,OT,109,103,30,25,W 1,POR,2018
55,56,"Fri, Feb 9, 2018",10:30p,Box Score,@,Sacramento Kings,W,,118,100,31,25,W 2,POR,2018
56,57,"Sun, Feb 11, 2018",9:00p,Box Score,,Utah Jazz,L,,96,115,31,26,L 1,POR,2018
57,58,"Wed, Feb 14, 2018",10:30p,Box Score,,Golden State Warriors,W,,123,117,32,26,W 1,POR,2018
58,59,"Fri, Feb 23, 2018",9:00p,Box Score,@,Utah Jazz,W,,100,81,33,26,W 2,POR,2018
59,60,"Sat, Feb 24, 2018",9:00p,Box Score,@,Phoenix Suns,W,,106,104,34,26,W 3,POR,2018
60,61,"Tue, Feb 27, 2018",10:00p,Box Score,,Sacramento Kings,W,,116,99,35,26,W 4,POR,2018
61,62,"Thu, Mar 1, 2018",10:30p,Box Score,,Minnesota Timberwolves,W,,108,99,36,26,W 5,POR,2018
62,63,"Sat, Mar 3, 2018",10:00p,Box Score,,Oklahoma City Thunder,W,,108,100,37,26,W 6,POR,2018
63,64,"Mon, Mar 5, 2018",10:30p,Box Score,@,Los Angeles Lakers,W,,108,103,38,26,W 7,POR,2018
64,65,"Tue, Mar 6, 2018",10:00p,Box Score,,New York Knicks,W,,111,87,39,26,W 8,POR,2018
65,66,"Fri, Mar 9, 2018",10:00p,Box Score,,Golden State Warriors,W,,125,108,40,26,W 9,POR,2018
66,67,"Mon, Mar 12, 2018",10:30p,Box Score,,Miami Heat,W,,115,99,41,26,W 10,POR,2018
67,68,"Thu, Mar 15, 2018",10:00p,Box Score,,Cleveland Cavaliers,W,,113,105,42,26,W 11,POR,2018
68,69,"Sat, Mar 17, 2018",10:00p,Box Score,,Detroit Pistons,W,,100,87,43,26,W 12,POR,2018
69,70,"Sun, Mar 18, 2018",10:30p,Box Score,@,Los Angeles Clippers,W,,122,109,44,26,W 13,POR,2018
70,71,"Tue, Mar 20, 2018",10:30p,Box Score,,Houston Rockets,L,,111,115,44,27,L 1,POR,2018
71,72,"Fri, Mar 23, 2018",10:00p,Box Score,,Boston Celtics,L,,100,105,44,28,L 2,POR,2018
72,73,"Sun, Mar 25, 2018",7:00p,Box Score,@,Oklahoma City Thunder,W,,108,105,45,28,W 1,POR,2018
73,74,"Tue, Mar 27, 2018",8:00p,Box Score,@,New Orleans Pelicans,W,,107,103,46,28,W 2,POR,2018
74,75,"Wed, Mar 28, 2018",8:00p,Box Score,@,Memphis Grizzlies,L,,103,108,46,29,L 1,POR,2018
75,76,"Fri, Mar 30, 2018",10:30p,Box Score,,Los Angeles Clippers,W,,105,96,47,29,W 1,POR,2018
76,77,"Sun, Apr 1, 2018",9:00p,Box Score,,Memphis Grizzlies,W,,113,98,48,29,W 2,POR,2018
77,78,"Tue, Apr 3, 2018",8:30p,Box Score,@,Dallas Mavericks,L,,109,115,48,30,L 1,POR,2018
